"subjects"	"S"	"instruction"	"R"	"rt"
"3622"	"10"	"right"	"speed"	"right"	0.604533789334543
"1306"	"10"	"left"	"speed"	"left"	0.78309639305105
"3502"	"10"	"right"	"accuracy"	"left"	1.17907794378522
"262"	"10"	"right"	"speed"	"right"	0.577927584866805
"1354"	"10"	"left"	"speed"	"left"	0.780215165887612
"2722"	"10"	"left"	"accuracy"	"left"	1.08316092859228
"958"	"10"	"right"	"accuracy"	"left"	1.67539509843807
"1270"	"10"	"right"	"speed"	"left"	0.811832660567875
"658"	"10"	"left"	"accuracy"	"left"	1.22291588023648
"4186"	"10"	"left"	"speed"	"left"	0.645237208973827
"5398"	"10"	"right"	"speed"	"left"	0.65715535350102
"3982"	"10"	"right"	"accuracy"	"right"	1.26377817640355
"1030"	"10"	"right"	"speed"	"left"	0.744756756005225
"4402"	"10"	"left"	"accuracy"	"left"	1.26865063770235
"5446"	"10"	"right"	"speed"	"left"	0.561661887621028
"2422"	"10"	"right"	"speed"	"right"	0.635463819834652
"922"	"10"	"left"	"speed"	"left"	0.7273020298054
"1858"	"10"	"left"	"accuracy"	"left"	1.49948643506312
"94"	"10"	"right"	"accuracy"	"left"	0.741025859026179
"3106"	"10"	"left"	"accuracy"	"left"	1.5148775116069
"22"	"10"	"right"	"speed"	"right"	0.616165256097659
"1558"	"10"	"right"	"speed"	"right"	0.557027714986844
"1678"	"10"	"right"	"accuracy"	"right"	0.799123151856317
"4726"	"10"	"right"	"speed"	"right"	0.562112883716656
"3094"	"10"	"right"	"speed"	"right"	0.62749649416858
"514"	"10"	"left"	"accuracy"	"right"	1.26671883060372
"382"	"10"	"right"	"accuracy"	"right"	1.23805858454189
"3370"	"10"	"left"	"speed"	"right"	0.714923502289634
"2950"	"10"	"right"	"speed"	"right"	0.577392732293473
"850"	"10"	"left"	"accuracy"	"left"	0.709998910599463
"1438"	"10"	"right"	"accuracy"	"right"	1.57402675422519
"2818"	"10"	"left"	"accuracy"	"right"	0.987768477552897
"814"	"10"	"right"	"accuracy"	"right"	1.16099743043033
"2338"	"10"	"left"	"accuracy"	"left"	1.06462649792218
"2302"	"10"	"right"	"accuracy"	"right"	5.71892361123786
"3850"	"10"	"left"	"speed"	"left"	0.747576542298225
"5422"	"10"	"right"	"accuracy"	"right"	1.82686460025971
"5074"	"10"	"left"	"accuracy"	"left"	1.11960505051891
"1054"	"10"	"right"	"accuracy"	"right"	1.76268981533009
"1726"	"10"	"right"	"accuracy"	"right"	2.35021097272667
"1222"	"10"	"right"	"speed"	"right"	0.552237136739658
"874"	"10"	"left"	"speed"	"left"	0.635900339860292
"4834"	"10"	"left"	"accuracy"	"right"	1.09250588377236
"1318"	"10"	"right"	"speed"	"left"	0.731938587990005
"3634"	"10"	"left"	"accuracy"	"left"	0.861510252074283
"1018"	"10"	"left"	"speed"	"right"	1.07979449702987
"4978"	"10"	"left"	"accuracy"	"right"	0.95453193973846
"610"	"10"	"left"	"accuracy"	"right"	1.63470050042101
"1834"	"10"	"left"	"speed"	"right"	0.834432444953111
"5506"	"10"	"left"	"accuracy"	"left"	1.78770955392194
"2434"	"10"	"left"	"accuracy"	"left"	1.04305394935121
"1114"	"10"	"left"	"speed"	"right"	0.588926867880994
"10"	"10"	"left"	"speed"	"left"	0.780112285261724
"4522"	"10"	"left"	"speed"	"right"	0.578419151634207
"4630"	"10"	"right"	"speed"	"right"	0.602700109811874
"5266"	"10"	"left"	"accuracy"	"left"	1.07999464883996
"34"	"10"	"left"	"accuracy"	"left"	0.798522630558859
"1378"	"10"	"left"	"accuracy"	"right"	0.999816530996606
"4798"	"10"	"right"	"accuracy"	"right"	1.4517631826839
"1642"	"10"	"left"	"speed"	"right"	0.545569712519393
"3394"	"10"	"left"	"accuracy"	"left"	1.20978299097566
"4498"	"10"	"left"	"accuracy"	"left"	3.07088831802739
"1282"	"10"	"left"	"accuracy"	"left"	4.09136862453514
"3754"	"10"	"left"	"speed"	"left"	0.554834436078085
"3322"	"10"	"left"	"speed"	"right"	0.553498445426926
"5254"	"10"	"right"	"speed"	"right"	0.614826557772382
"1390"	"10"	"right"	"accuracy"	"right"	0.761085582048237
"754"	"10"	"left"	"accuracy"	"left"	0.806702071765581
"2602"	"10"	"left"	"speed"	"left"	0.63881837411058
"3406"	"10"	"right"	"accuracy"	"right"	1.2852946887576
"1738"	"10"	"left"	"speed"	"right"	0.651520023150429
"1690"	"10"	"left"	"speed"	"left"	0.725252607256061
"2470"	"10"	"right"	"speed"	"right"	0.760357766769168
"3214"	"10"	"right"	"accuracy"	"right"	1.08092815557442
"970"	"10"	"left"	"speed"	"left"	0.657418906661979
"862"	"10"	"right"	"accuracy"	"left"	1.02746147415769
"454"	"10"	"right"	"speed"	"left"	0.550459986149608
"2206"	"10"	"right"	"accuracy"	"right"	0.70127620429077
"4234"	"10"	"left"	"speed"	"left"	0.630969120765135
"3922"	"10"	"left"	"accuracy"	"left"	1.41470046466563
"478"	"10"	"right"	"accuracy"	"right"	1.29006957554805
"994"	"10"	"left"	"accuracy"	"left"	0.798975789342982
"2734"	"10"	"right"	"accuracy"	"right"	1.5325426878759
"4750"	"10"	"right"	"accuracy"	"right"	3.23884051519951
"3058"	"10"	"left"	"accuracy"	"left"	0.843821896895277
"2746"	"10"	"left"	"speed"	"left"	0.545567868030238
"1570"	"10"	"left"	"accuracy"	"right"	2.09471492725306
"5482"	"10"	"left"	"speed"	"left"	0.826699726272181
"2782"	"10"	"right"	"accuracy"	"right"	0.714546027245852
"2242"	"10"	"left"	"accuracy"	"right"	1.09646145964963
"1522"	"10"	"left"	"accuracy"	"left"	1.71878648425446
"2146"	"10"	"left"	"accuracy"	"right"	2.73403964894107
"2806"	"10"	"right"	"speed"	"left"	0.544223711365865
"442"	"10"	"left"	"speed"	"right"	0.596220149045248
"2266"	"10"	"left"	"speed"	"right"	0.599379073136994
"2326"	"10"	"right"	"speed"	"right"	0.617715520288319
"4990"	"10"	"right"	"accuracy"	"right"	1.13135091705953
"1954"	"10"	"left"	"accuracy"	"left"	2.05636327293093
"4738"	"10"	"left"	"accuracy"	"right"	1.39778642183222
"3862"	"10"	"right"	"speed"	"left"	0.578826358790076
"214"	"10"	"right"	"speed"	"right"	0.646505278558308
"4558"	"10"	"right"	"accuracy"	"right"	0.964428484808724
"1906"	"10"	"left"	"accuracy"	"right"	2.76292922858613
"1042"	"10"	"left"	"accuracy"	"left"	0.744739242125904
"634"	"10"	"left"	"speed"	"right"	0.579769283007086
"5026"	"10"	"left"	"accuracy"	"right"	1.18733501690086
"1126"	"10"	"right"	"speed"	"left"	0.561629830479391
"4510"	"10"	"right"	"accuracy"	"right"	1.08658961572649
"5086"	"10"	"right"	"accuracy"	"left"	1.77318271007709
"3646"	"10"	"right"	"accuracy"	"right"	1.30740455416343
"5218"	"10"	"left"	"accuracy"	"left"	1.0426616577176
"82"	"10"	"left"	"accuracy"	"left"	0.734582517733011
"3766"	"10"	"right"	"speed"	"left"	0.661569613769805
"4042"	"10"	"left"	"speed"	"left"	0.5660016810977
"3382"	"10"	"right"	"speed"	"right"	0.542076870466931
"1762"	"10"	"left"	"accuracy"	"left"	2.56905358148709
"1402"	"10"	"left"	"speed"	"left"	0.615322357965842
"5170"	"10"	"left"	"accuracy"	"left"	0.85225256807694
"526"	"10"	"right"	"accuracy"	"right"	1.15957919253873
"3442"	"10"	"left"	"accuracy"	"left"	1.51524300637772
"5182"	"10"	"right"	"accuracy"	"right"	0.917820734627167
"2686"	"10"	"right"	"accuracy"	"right"	0.717204686327406
"4138"	"10"	"left"	"speed"	"left"	0.576802049196787
"502"	"10"	"right"	"speed"	"right"	0.61426212736643
"4378"	"10"	"left"	"speed"	"right"	0.840097531103172
"5458"	"10"	"left"	"accuracy"	"left"	1.25203363266169
"1198"	"10"	"right"	"accuracy"	"right"	1.2112468515403
"4150"	"10"	"right"	"speed"	"right"	0.623340520423378
"4318"	"10"	"right"	"accuracy"	"right"	0.792952048549616
"4666"	"10"	"left"	"speed"	"left"	0.548124406133725
"3610"	"10"	"left"	"speed"	"right"	0.695711943494184
"5326"	"10"	"right"	"accuracy"	"right"	2.94778410656961
"3478"	"10"	"right"	"speed"	"right"	0.564504963135086
"2278"	"10"	"right"	"speed"	"right"	0.642769271377602
"1942"	"10"	"right"	"speed"	"left"	0.570490077912502
"3874"	"10"	"left"	"accuracy"	"left"	2.05820591384757
"4678"	"10"	"right"	"speed"	"right"	0.568209486385601
"4438"	"10"	"right"	"speed"	"left"	0.644246869481306
"5014"	"10"	"right"	"speed"	"left"	0.574972170621576
"2518"	"10"	"right"	"speed"	"right"	0.723201530419484
"2770"	"10"	"left"	"accuracy"	"left"	1.41803833704058
"4306"	"10"	"left"	"accuracy"	"left"	0.86451532333208
"4054"	"10"	"right"	"speed"	"left"	0.695801692755557
"106"	"10"	"left"	"speed"	"right"	0.657264260200706
"3946"	"10"	"left"	"speed"	"left"	0.846301159941615
"4006"	"10"	"right"	"speed"	"left"	0.557122297559317
"4534"	"10"	"right"	"speed"	"right"	0.608344169052819
"3262"	"10"	"right"	"accuracy"	"right"	1.359641323674
"4882"	"10"	"left"	"accuracy"	"left"	0.708243631152447
"1534"	"10"	"right"	"accuracy"	"right"	1.38717589330208
"4846"	"10"	"right"	"accuracy"	"right"	1.03266400144309
"3358"	"10"	"right"	"accuracy"	"right"	1.29778298031534
"1210"	"10"	"left"	"speed"	"right"	0.78652274775486
"1594"	"10"	"left"	"speed"	"left"	0.630453584005592
"490"	"10"	"left"	"speed"	"right"	0.638582355925132
"5362"	"10"	"left"	"accuracy"	"left"	1.48238274612528
"766"	"10"	"right"	"accuracy"	"right"	0.906604101711435
"4079"	"11"	"right"	"accuracy"	"left"	0.621590351115353
"395"	"11"	"left"	"speed"	"left"	1.21424787065015
"5219"	"11"	"left"	"accuracy"	"left"	1.01239661355675
"1715"	"11"	"left"	"accuracy"	"left"	1.59157898954171
"839"	"11"	"right"	"speed"	"right"	0.528738192189672
"5519"	"11"	"right"	"accuracy"	"left"	0.607821481256565
"2411"	"11"	"left"	"speed"	"left"	0.568518840027418
"1463"	"11"	"right"	"speed"	"right"	0.875341508792384
"683"	"11"	"left"	"speed"	"left"	0.577268389799355
"3923"	"11"	"left"	"accuracy"	"left"	0.603273304281579
"707"	"11"	"left"	"accuracy"	"left"	0.913906553272323
"2087"	"11"	"right"	"speed"	"left"	0.698518416714485
"1007"	"11"	"right"	"accuracy"	"left"	0.624359489598826
"947"	"11"	"left"	"accuracy"	"right"	0.578248096858287
"2555"	"11"	"left"	"speed"	"right"	0.6830400507586
"1847"	"11"	"right"	"speed"	"right"	0.638257301157758
"3287"	"11"	"right"	"speed"	"right"	1.51619435277489
"2615"	"11"	"right"	"speed"	"right"	0.714002766077199
"1907"	"11"	"left"	"accuracy"	"left"	0.821484134389958
"1319"	"11"	"right"	"speed"	"right"	0.79559505043115
"4559"	"11"	"right"	"accuracy"	"left"	1.10874831753675
"1727"	"11"	"right"	"accuracy"	"right"	1.45024298242605
"1235"	"11"	"left"	"accuracy"	"left"	0.514228107839308
"1751"	"11"	"right"	"speed"	"left"	0.914422134254159
"167"	"11"	"right"	"speed"	"right"	0.986612143218371
"467"	"11"	"left"	"accuracy"	"left"	0.540350755759526
"4415"	"11"	"right"	"accuracy"	"left"	2.39039781499404
"3143"	"11"	"right"	"speed"	"left"	0.595253294694842
"3623"	"11"	"right"	"speed"	"right"	0.924276354538137
"1583"	"11"	"right"	"accuracy"	"left"	0.684295274553574
"323"	"11"	"left"	"accuracy"	"left"	1.26201262535486
"3575"	"11"	"right"	"speed"	"left"	0.605353891760112
"1775"	"11"	"right"	"accuracy"	"right"	0.546405708149412
"1859"	"11"	"left"	"accuracy"	"right"	1.08117787830932
"899"	"11"	"left"	"accuracy"	"left"	0.921161908960809
"5015"	"11"	"right"	"speed"	"left"	2.22896778848722
"2339"	"11"	"left"	"accuracy"	"left"	0.479553305303974
"4259"	"11"	"left"	"accuracy"	"left"	0.65062135973425
"2255"	"11"	"right"	"accuracy"	"left"	0.914708273811214
"3659"	"11"	"left"	"speed"	"left"	0.611644565796549
"5435"	"11"	"left"	"speed"	"right"	0.710219039022937
"3743"	"11"	"right"	"accuracy"	"right"	0.91768305358893
"1439"	"11"	"right"	"accuracy"	"left"	0.619410879180535
"3059"	"11"	"left"	"accuracy"	"right"	1.07525136956089
"911"	"11"	"right"	"accuracy"	"right"	0.713989290478619
"1871"	"11"	"right"	"accuracy"	"right"	0.5199525561776
"995"	"11"	"left"	"accuracy"	"left"	1.44651989112809
"3695"	"11"	"right"	"accuracy"	"right"	0.819110171782037
"2003"	"11"	"left"	"accuracy"	"left"	0.552014879498688
"1607"	"11"	"right"	"speed"	"right"	0.545299801560566
"3071"	"11"	"right"	"accuracy"	"left"	0.958914111954569
"155"	"11"	"left"	"speed"	"right"	1.10301722639018
"3971"	"11"	"left"	"accuracy"	"right"	0.533748871797109
"4775"	"11"	"right"	"speed"	"right"	1.77600609851134
"2519"	"11"	"right"	"speed"	"right"	1.23104348985882
"3527"	"11"	"right"	"speed"	"right"	0.679537898850932
"4847"	"11"	"right"	"accuracy"	"right"	0.772376785951779
"3275"	"11"	"left"	"speed"	"right"	0.466479678492784
"2879"	"11"	"right"	"accuracy"	"right"	0.528745330234083
"3995"	"11"	"left"	"speed"	"right"	0.937387702106702
"1487"	"11"	"right"	"accuracy"	"right"	0.619386471422241
"335"	"11"	"right"	"accuracy"	"right"	1.40488286346738
"719"	"11"	"right"	"accuracy"	"right"	1.0471954841838
"2303"	"11"	"right"	"accuracy"	"right"	0.67285808074043
"4187"	"11"	"left"	"speed"	"left"	0.839642822216166
"4787"	"11"	"left"	"accuracy"	"left"	1.46520965235299
"3023"	"11"	"right"	"accuracy"	"left"	1.15023773658496
"515"	"11"	"left"	"accuracy"	"right"	0.548449771559573
"263"	"11"	"right"	"speed"	"right"	0.596258124857579
"275"	"11"	"left"	"accuracy"	"right"	1.25869499289756
"2291"	"11"	"left"	"accuracy"	"right"	0.859556429028853
"4475"	"11"	"left"	"speed"	"left"	0.606224616134309
"3647"	"11"	"right"	"accuracy"	"left"	0.909968889498921
"3083"	"11"	"left"	"speed"	"left"	0.822566227470238
"2399"	"11"	"right"	"accuracy"	"right"	1.3929965289647
"1127"	"11"	"right"	"speed"	"right"	0.623489599794212
"743"	"11"	"right"	"speed"	"right"	0.577665493230334
"4067"	"11"	"left"	"accuracy"	"right"	0.57182581767978
"443"	"11"	"left"	"speed"	"right"	0.592258801776866
"3767"	"11"	"right"	"speed"	"right"	1.86995177167065
"3431"	"11"	"right"	"speed"	"right"	0.978470738802179
"23"	"11"	"right"	"speed"	"left"	0.531021939962666
"1811"	"11"	"left"	"accuracy"	"left"	0.558612652726805
"3755"	"11"	"left"	"speed"	"right"	0.68425170190543
"4811"	"11"	"left"	"speed"	"right"	0.592396198366933
"479"	"11"	"right"	"accuracy"	"right"	0.824272669568695
"5351"	"11"	"right"	"speed"	"right"	0.692403218039455
"4583"	"11"	"right"	"speed"	"left"	0.6211270914413
"3047"	"11"	"right"	"speed"	"right"	0.590232533429021
"887"	"11"	"right"	"speed"	"left"	0.563512702253213
"1391"	"11"	"right"	"accuracy"	"right"	0.882306919289795
"767"	"11"	"right"	"accuracy"	"left"	0.821454273418046
"3131"	"11"	"left"	"speed"	"left"	0.564854114962151
"4907"	"11"	"left"	"speed"	"left"	0.766773544403862
"1379"	"11"	"left"	"accuracy"	"left"	0.996543420358439
"2495"	"11"	"right"	"accuracy"	"right"	0.911633763246121
"4055"	"11"	"right"	"speed"	"right"	1.4231674585532
"4511"	"11"	"right"	"accuracy"	"right"	1.12237867246621
"4175"	"11"	"right"	"accuracy"	"right"	0.707175781693485
"1259"	"11"	"left"	"speed"	"left"	1.58769158045874
"1163"	"11"	"left"	"speed"	"right"	0.487044132951964
"5171"	"11"	"left"	"accuracy"	"left"	0.74773355394357
"3899"	"11"	"left"	"speed"	"left"	0.992685394253232
"1091"	"11"	"left"	"accuracy"	"left"	0.626184645061356
"5291"	"11"	"left"	"speed"	"left"	0.663878251032772
"983"	"11"	"right"	"speed"	"right"	0.733793174484179
"2639"	"11"	"right"	"accuracy"	"right"	1.33562013435289
"2783"	"11"	"right"	"accuracy"	"left"	0.76876455581123
"3359"	"11"	"right"	"accuracy"	"left"	1.26925599140256
"4031"	"11"	"right"	"accuracy"	"right"	1.07312903310276
"587"	"11"	"left"	"speed"	"left"	0.666493754992971
"1475"	"11"	"left"	"accuracy"	"right"	0.50194081329164
"1835"	"11"	"left"	"speed"	"left"	0.570275229084219
"5495"	"11"	"right"	"speed"	"left"	0.554915583988602
"1523"	"11"	"left"	"accuracy"	"right"	0.549564117862783
"4331"	"11"	"left"	"speed"	"right"	1.16082815391219
"5507"	"11"	"left"	"accuracy"	"left"	1.40029763242101
"5003"	"11"	"left"	"speed"	"left"	0.462812106550716
"611"	"11"	"left"	"accuracy"	"left"	0.531982197150087
"4871"	"11"	"right"	"speed"	"right"	0.639209300246792
"2891"	"11"	"left"	"speed"	"left"	0.67471146251446
"3479"	"11"	"right"	"speed"	"right"	0.50230057579895
"1055"	"11"	"right"	"accuracy"	"right"	0.859219789828567
"3311"	"11"	"right"	"accuracy"	"right"	0.536361134530606
"3839"	"11"	"right"	"accuracy"	"left"	1.31155383546805
"4955"	"11"	"left"	"speed"	"left"	0.83619567524561
"407"	"11"	"right"	"speed"	"right"	0.596902819696295
"2207"	"11"	"right"	"accuracy"	"left"	0.526722498079419
"563"	"11"	"left"	"accuracy"	"left"	0.486670088619245
"4643"	"11"	"left"	"accuracy"	"left"	0.709248875431723
"4703"	"11"	"right"	"accuracy"	"right"	0.651580832044733
"1943"	"11"	"right"	"speed"	"left"	0.932917964120095
"599"	"11"	"right"	"speed"	"right"	1.23088474274107
"2147"	"11"	"left"	"accuracy"	"left"	1.44567845879023
"4451"	"11"	"left"	"accuracy"	"left"	0.598629236394209
"2927"	"11"	"right"	"accuracy"	"left"	0.735853527822624
"2747"	"11"	"left"	"speed"	"left"	0.497430159524368
"3443"	"11"	"left"	"accuracy"	"left"	0.845404392171875
"3947"	"11"	"left"	"speed"	"right"	1.24954847870837
"635"	"11"	"left"	"speed"	"left"	0.788599061331088
"4223"	"11"	"right"	"accuracy"	"left"	1.04488236275895
"3791"	"11"	"right"	"accuracy"	"right"	0.612128655832852
"4943"	"11"	"right"	"accuracy"	"left"	0.763213698190864
"4295"	"11"	"right"	"speed"	"right"	0.7717985857418
"2903"	"11"	"right"	"speed"	"left"	0.550184486637662
"2807"	"11"	"right"	"speed"	"right"	0.548401307245391
"1667"	"11"	"left"	"accuracy"	"left"	0.66292992746036
"5087"	"11"	"right"	"accuracy"	"right"	0.918244150833704
"5063"	"11"	"right"	"speed"	"right"	0.756759955208522
"3167"	"11"	"right"	"accuracy"	"right"	0.517362747508161
"5147"	"11"	"left"	"speed"	"right"	0.904162359833257
"4499"	"11"	"left"	"accuracy"	"left"	0.585066783138813
"2135"	"11"	"right"	"speed"	"left"	0.481521233286115
"2591"	"11"	"right"	"accuracy"	"left"	0.665108805384197
"251"	"11"	"left"	"speed"	"left"	0.597108508449846
"2687"	"11"	"right"	"accuracy"	"right"	0.963009792412648
"311"	"11"	"right"	"speed"	"right"	0.490135148985293
"1919"	"11"	"right"	"accuracy"	"left"	0.991316712793236
"5027"	"11"	"left"	"accuracy"	"left"	0.489053032902767
"4547"	"11"	"left"	"accuracy"	"left"	0.865076903367455
"5363"	"11"	"left"	"accuracy"	"left"	0.586409443103537
"4199"	"11"	"right"	"speed"	"right"	0.77951323241844
"371"	"11"	"left"	"accuracy"	"left"	0.651929918373517
"4679"	"11"	"right"	"speed"	"right"	0.903902059719896
"5207"	"11"	"right"	"speed"	"left"	0.63277188043637
"4859"	"11"	"left"	"speed"	"left"	1.06333518548472
"2699"	"11"	"left"	"speed"	"left"	0.575525368631007
"2327"	"11"	"right"	"speed"	"right"	0.702814727472233
"731"	"11"	"left"	"speed"	"left"	0.711323892515494
"4355"	"11"	"left"	"accuracy"	"left"	1.39907847332483
"2375"	"11"	"right"	"speed"	"right"	0.520246025996827
"1571"	"11"	"left"	"accuracy"	"right"	1.82762367524518
"4463"	"11"	"right"	"accuracy"	"left"	0.877162655133409
"5135"	"11"	"right"	"accuracy"	"right"	0.48029175207881
"2963"	"11"	"left"	"accuracy"	"right"	1.26950845053864
"1199"	"11"	"right"	"accuracy"	"right"	0.77576687851177
"2951"	"11"	"right"	"speed"	"right"	0.964583148483991
"779"	"11"	"left"	"speed"	"left"	0.746005419572123
"2267"	"11"	"left"	"speed"	"right"	0.530948601205713
"4751"	"11"	"right"	"accuracy"	"right"	0.746119310871383
"3539"	"11"	"left"	"accuracy"	"left"	0.510918231056194
"383"	"11"	"right"	"accuracy"	"right"	0.751849960085853
"4103"	"11"	"right"	"speed"	"left"	0.881734724438176
"3815"	"11"	"right"	"speed"	"right"	0.623907936661419
"347"	"11"	"left"	"speed"	"right"	0.945634074518586
"5243"	"11"	"left"	"speed"	"right"	0.601430111063112
"3611"	"11"	"left"	"speed"	"left"	0.829002147321863
"5315"	"11"	"left"	"accuracy"	"right"	0.56911173365268
"971"	"11"	"left"	"speed"	"left"	1.09957858221861
"3875"	"11"	"left"	"accuracy"	"left"	0.607790750475559
"3635"	"11"	"left"	"accuracy"	"left"	1.08993264668136
"2771"	"11"	"left"	"accuracy"	"left"	0.504427131081026
"2219"	"11"	"left"	"speed"	"right"	0.462062923616322
"695"	"11"	"right"	"speed"	"left"	0.829939162102923
"2831"	"11"	"right"	"accuracy"	"left"	1.18641650307394
"2987"	"11"	"left"	"speed"	"left"	0.579890687585219
"4403"	"11"	"left"	"accuracy"	"left"	1.48876241367799
"4835"	"11"	"left"	"accuracy"	"left"	1.16712108834083
"4967"	"11"	"right"	"speed"	"right"	0.543527034474178
"1307"	"11"	"left"	"speed"	"left"	0.560531680132978
"1367"	"11"	"right"	"speed"	"right"	0.515857610978654
"1691"	"11"	"left"	"speed"	"right"	0.709149956203658
"1739"	"11"	"left"	"speed"	"left"	0.485044048911718
"11"	"11"	"left"	"speed"	"left"	0.628024629828911
"3323"	"11"	"left"	"speed"	"left"	0.737653063293521
"131"	"11"	"left"	"accuracy"	"right"	0.677184837877792
"803"	"11"	"left"	"accuracy"	"left"	0.576710378136305
"2795"	"11"	"left"	"speed"	"left"	0.622411269977767
"59"	"11"	"left"	"speed"	"right"	0.599298626039136
"119"	"11"	"right"	"speed"	"left"	0.60883694495772
"4271"	"11"	"right"	"accuracy"	"right"	0.763374625398184
"3239"	"11"	"right"	"speed"	"right"	0.654406075432553
"1991"	"11"	"right"	"speed"	"right"	0.82959086521238
"455"	"11"	"right"	"speed"	"right"	1.55472806871366
"1595"	"11"	"left"	"speed"	"right"	0.559922828422591
"2975"	"11"	"right"	"accuracy"	"right"	0.57399900729868
"4127"	"11"	"right"	"accuracy"	"left"	0.809926923153168
"503"	"11"	"right"	"speed"	"left"	0.583905756102586
"935"	"11"	"right"	"speed"	"right"	0.670418735644553
"3719"	"11"	"right"	"speed"	"right"	0.58931240681569
"5255"	"11"	"right"	"speed"	"left"	0.551135808830884
"5423"	"11"	"right"	"accuracy"	"right"	1.47182946159655
"2651"	"11"	"left"	"speed"	"left"	0.49240884711679
"1931"	"11"	"left"	"speed"	"left"	0.736493165786743
"4307"	"11"	"left"	"accuracy"	"right"	1.1722609862768
"5231"	"11"	"right"	"accuracy"	"right"	0.5922816244635
"1955"	"11"	"left"	"accuracy"	"right"	1.14871885546598
"2867"	"11"	"left"	"accuracy"	"left"	0.6908204145071
"2819"	"11"	"left"	"accuracy"	"left"	0.688159364023391
"1823"	"11"	"right"	"accuracy"	"left"	0.609926440705868
"2315"	"11"	"left"	"speed"	"left"	0.559362469559632
"1295"	"11"	"right"	"accuracy"	"right"	0.923972331667975
"2663"	"11"	"right"	"speed"	"right"	1.04024808906997
"3215"	"11"	"right"	"accuracy"	"right"	1.61041690421994
"4655"	"11"	"right"	"accuracy"	"right"	0.71253285614849
"4283"	"11"	"left"	"speed"	"right"	0.629983791148776
"4919"	"11"	"right"	"speed"	"right"	0.513364274255933
"2543"	"11"	"right"	"accuracy"	"left"	0.5827091965453
"3599"	"11"	"right"	"accuracy"	"left"	1.02625094502069
"2063"	"11"	"right"	"accuracy"	"right"	0.636886706179696
"3419"	"11"	"left"	"speed"	"left"	0.465970458828779
"5099"	"11"	"left"	"speed"	"right"	0.8592907577867
"1223"	"11"	"right"	"speed"	"right"	1.08760184807335
"1403"	"11"	"left"	"speed"	"right"	0.573322243112482
"791"	"11"	"right"	"speed"	"right"	0.490611767554746
"4439"	"11"	"right"	"speed"	"left"	1.23595763442901
"1559"	"11"	"right"	"speed"	"right"	0.598069029426846
"2183"	"11"	"right"	"speed"	"left"	1.27365529297692
"71"	"11"	"right"	"speed"	"right"	0.663239301797155
"239"	"11"	"right"	"accuracy"	"left"	0.519608413844005
"923"	"11"	"left"	"speed"	"left"	0.477929477813917
"2915"	"11"	"left"	"accuracy"	"left"	0.531787277536942
"3383"	"11"	"right"	"speed"	"right"	0.892624326653376
"959"	"11"	"right"	"accuracy"	"right"	0.542958400726076
"5471"	"11"	"right"	"accuracy"	"right"	0.723248839438458
"4535"	"11"	"right"	"speed"	"right"	0.759402116888132
"4931"	"11"	"left"	"accuracy"	"left"	0.49509222432171
"5159"	"11"	"right"	"speed"	"right"	0.573399319293665
"3371"	"11"	"left"	"speed"	"left"	0.482690374115816
"2111"	"11"	"right"	"accuracy"	"right"	0.751773363176262
"1079"	"11"	"right"	"speed"	"right"	1.55829564054923
"1343"	"11"	"right"	"accuracy"	"right"	0.472343389002566
"83"	"11"	"left"	"accuracy"	"left"	1.24620171405967
"4667"	"11"	"left"	"speed"	"left"	0.485553757320054
"1499"	"11"	"left"	"speed"	"left"	0.608276746083737
"2123"	"11"	"left"	"speed"	"right"	0.857982391351894
"5039"	"11"	"right"	"accuracy"	"right"	0.582274187977639
"4007"	"11"	"right"	"speed"	"right"	0.464273779915969
"1679"	"11"	"right"	"accuracy"	"right"	0.707060043648304
"5375"	"11"	"right"	"accuracy"	"left"	1.28524688135108
"3203"	"11"	"left"	"accuracy"	"right"	0.772797866573796
"5411"	"11"	"left"	"accuracy"	"right"	0.53026812966935
"2711"	"11"	"right"	"speed"	"right"	0.46235041095307
"3959"	"11"	"right"	"speed"	"right"	1.01181116653713
"4991"	"11"	"right"	"accuracy"	"left"	2.20240430062113
"4043"	"11"	"left"	"speed"	"left"	0.570173898749217
"3671"	"11"	"right"	"speed"	"right"	0.480085887376032
"4091"	"11"	"left"	"speed"	"left"	0.529699184049312
"3395"	"11"	"left"	"accuracy"	"left"	0.965156914033766
"5267"	"11"	"left"	"accuracy"	"left"	0.84962214609438
"215"	"11"	"right"	"speed"	"right"	0.906964065002127
"5195"	"11"	"left"	"speed"	"left"	0.544008365402495
"827"	"11"	"left"	"speed"	"left"	0.662901740998124
"3263"	"11"	"right"	"accuracy"	"right"	0.922753411788027
"2999"	"11"	"right"	"speed"	"right"	0.703863646119682
"4727"	"11"	"right"	"speed"	"right"	0.668700432213749
"863"	"11"	"right"	"accuracy"	"right"	0.492094486275028
"1619"	"11"	"left"	"accuracy"	"right"	0.481342965889078
"2483"	"11"	"left"	"accuracy"	"left"	1.38193272952719
"5303"	"11"	"right"	"speed"	"right"	0.640884517851393
"1115"	"11"	"left"	"speed"	"right"	0.511187910297645
"287"	"11"	"right"	"accuracy"	"right"	0.543959001508419
"755"	"11"	"left"	"accuracy"	"left"	0.663207123262155
"419"	"11"	"left"	"accuracy"	"left"	1.11416955823049
"4763"	"11"	"left"	"speed"	"right"	1.1623854901047
"4343"	"11"	"right"	"speed"	"left"	0.8778105673882
